"Unique_Haplogroups"
"G2a2a"
"G2a2b2a1"
"G2a2b2a1a"
"C1a2b"
"G2a2b2a1a1b1a2a1a"
"R1b1a2a1a2e2"
"R1b1a2a1a2"
"R1b1a2a1a"
"I2a2a1b2"
"R1b1a2a1a2c1g3"
"R1b1a2a1a2c1"
"R1b1a2a2c1a1a"
"I1a2a1a2"
"R1b1a2a1a1c2b2a1a1"
"R1b1a2a1a1c2b2b1a2"
"J2b2a1a1"
"R1b1a2a1a1c2b2a1a2"
"I2a2a1b2a1"
"R1"
"R1a1a1b1a3b2"
"R1b1a2a1a1c2b2a1a1a1"
"R1b1a2a1a1"
"R1b1a2a1a1c1a"
"R1b1a2a1a2e"
"G2a2b"
"G2"
"NA"
"P1/K2b2a"
"R1b1a2a"
"R/K2b2a2"
"I1a3"
"I2a2a1b"
"R1b1a2a1a2c1f2"
"I1a2"
"R1b1a2a1a2a1a1a"
"I1a3a2b"
"NO"
"R1b1a2a1"
"R1b1a2a1a1c2b2b1a"
"R1b1a2a1a1c2b2b1a1"
"I2a2a1a2a1a1"
"IJ"
"R1b1a1b1a1a4"
"N"
"J2a1"
"H1b1"
"R1b1a1a2a1a2c1a1"
"R1a1a1b1a3"
"R1a1a1b1a3b"
"I1a1b3b"
"R1b1a1b1a1a2d1a1"
"R2a2b1"
"R1a1a1b1a3a2b"
"I1a1b1a4a2"
"I2a1a1b"
"I2a1a2a1a2a"
"R1b1a2a1a2c1a1a1a1a1"
"R1b1a2a1a2c"
"R1b1a2a1a2c1b2b1"
"R1b1a2a1a2c1f2c1"
"R1b1a2a1a2c1f2c2"
"R1b1a2a1a2c1b2c1a1"
"R1b1a2a1a2a1a2"
"R1b1a2a1a2c1a1a1a1a"
"R1b1a2a1a2c1a1a1a1a1a"
"R1b1a2a1a2c1b"
"I2a1b1a1a"
"HIJK"
"H"
"R1a1a1a1d1"
"R1b1a1b1a1a2c1a1a1a1a1a1a"
"J"
"L"
"R1b1'5"
"G2a3"
"J2a7"
"L1a1b"
"R1b1a1b1b3a"
"R1b1a2a1a2c1g1a1"
"T1a2b"
"R1b1a1a2a1a2b1a"
"R1b1a1a2a1a2f"
"R1b1a2a2"
"R1b1a1a2a1a2"
"E1b1b1a1b1a3"
"G2a1a1"
"R1b1a1b1a1a2a1b"
"D1a2a3a1"
"D1a2a3a"
"D"
"J1"
"R1a1a1b2"
"E2"
"E1b1b1b2b2a1"
"E1b1a1a1a1a"
"E1b1b1a1b2"
"A1b"
"A1b1b2"
"E1b1b1a1a1b1"
"R1b1b"
"Q1b1a3"
"J1a2"
"C2a1a1"
"Q1b1b"
"Q1b1a3a1"
"R1a1a1b2a2"
"Q1b1a3b"
"Q1a2a"
"R1a1a1b2a"
"Q1a1a"
"Q1b1a3a"
"N1a1a1a1a"
"C2a1a1b1b"
"R1b2b"
"C2a1a"
"O2a2b1a1a1"
"N1a"
"N1a1a1"
"O"
"R1b1a1b1a1a2e2"
"I2a1a1"
"R1b1a2a1a1b"
"R1b1a2a1a1e"
"R1b1a2a1a1a"
"R1b1a2a1a1c"
"R1b1a2a1b1"
"R1b1a2a1a1c2b1b"
"R1b1a2a1a2a1"
"R1b1a2a1a1c2b2a1"
"R1b1a1b1a1a2c1a1f1a"
"R1b1a1b1a1a1c2b2a1b1a4b"
"R1a1a1b1a3a2"
"R1b1a1b1a1a2c1a4d1"
"Q1a2a1a"
"I2a"
"I2a1a1a1b"
"Q1a2a1c"
"Q1a2"
"Q1a"
"C2a1"
"C2a"
"J2a"
"N1c2b2"
"R1b1a1a2a2"
"N1c1a1"
"N1c1a1a"
"L1"
"N1c"
"R1b1a1a2a"
"C2b1"
"R1a1a1b1a1a1c1c"
"T1a1a"
"I1a1"
"R1b1a1b1a1a2c1a4b2b1"
"I2a1b1a2"
"I2a1b1a1a2"
"R1a1a1b1a3a1a3b2"
"R1b1a1b1a1a2c1a3a2"
"R1b1a1b1a1a1b1a"
"R1b1a1b1a1a2a1"
"E1b1b1a1b1"
"R1b1a"
"G2a2b2a1a1c1a"
"I2a1a"
"I2a1b1a1b2"
"I2a1a2a1a"
"C1a1a"
"I2a1b2a1"
"I2a1b1a2b1a2a"
"R1b1a1b1a1a1b1a1"
"I2a1b1a2b1"
"R1b1a1b1a1a2e"
"R1b1a1b1a1a1c2b2a1b1a4b1"
"I2a1b1a2b"
"R1b1a1b1a1a2c1b2a1a1"
"J2"
"R1b1a1b1a1a2c1a4b2c1a"
"L2"
"N1a1a1a1a1a2a1a2"
"T1a2b1"
"J2a1a1b2a1b1"
"R1b1a1b1a1a1c2b2b"
"I1a2a1a1d2"
"R1b1a1b1a1a1c2b2a1b1b1"
"N1a1a1a1a1a2a1a"
"R1b1a1b1a1a1c2b2b1a"
"R1a1"
"E1b1b1b2a1a4"
"G2a2b2a1a1b1a1a2a1a"
"R1a1a1b1a3a1a1a"
"I1a1a1a1a"
"I2a1a2b1a1"
"O2a2b"
"O2a2"
"O1a2"
"O1a1a1a1"
"O2a2b2a2"
"O2a2b2"
"O2a2a1a2a2"
"O1a"
"O1a1a1a"
"E1b1b1b2b2"
"J2b"
"I2a1a2b1a1a"
"R1b1a1b1a1a2c1a1h"
"G2a2a1a2a2a1"
"R1a1a1b2a2b1"
"G2a2b2a1a1"
"J2a1a1a2b2a3b1"
"J2a1a1a2"
"J2a1a1a"
"LT"
"J2a1a1a2b2a"
"E1b1b1"
"Q1b1"
"R1b1a2a2c1"
"C2b1c"
"Q1b1b2a"
"Q1a1b1"
"J2a1h2"
"Q1a2b2"
"J2a1h"
"J1a2b1"
"O3ac2"
"O2a2b1a1a6"
"Q1b1a1a1i"
"Q1b1a1a1w"
"C1a2b1"
"G2a2b2b2"
"I2a2b"
"H2m2"
"R1b1c"
"N1a1a1a1a3a2"
"N1a1a1a1a3a"
"Q1a2a1a4a"
"I1a2a1a1a1b"
"I2a1b1a2b1a"
"R1b1a1b1a1a2b"
"G2a1a1a1a1a1"
"R1a1a1b2a2a1"
"R1a1a1b2a2b2"
"C2b"
